Harga,Kelurahan,Kecamatan,Kota,Kamar Tidur,Luas Bangunan,Hak Guna,Harga per m2
Rp6 M,Kel. Karet Semanggi,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 101m,Hak Guna Bangunan,"Rp59,4 Jt/m²"
"Rp4,7 M",Kel. Pondok Pinang,Kec. Kebayoran Lama,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 65m,Hak Guna Bangunan,"Rp72,3 Jt/m²"
Rp650 Jt,Kel. Kalideres,Kec. Kalideres,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 39m,N/A,"Rp16,7 Jt/m²"
Rp585 Jt,Kel. Senen,Kec. Senen,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 31m,Sertifikat Hak Milik,"Rp18,9 Jt/m²"
Rp600 Jt,Kel. Semanan,Kec. Kalideres,Kota Jakarta Barat,Luas Bangunan 25m²,N/A,N/A,Rp24 Jt/m²
Rp950 Jt,Kel. Cawang,Kec. Kramatjati (Kramat Jati),Kota Jakarta Timur,Luas Bangunan 26m²,Hak Guna Bangunan,N/A,"Rp36,5 Jt/m²"
Rp310 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,Luas Bangunan 20m²,N/A,N/A,"Rp15,5 Jt/m²"
Rp310 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,Luas Bangunan 20m²,N/A,N/A,"Rp15,5 Jt/m²"
"Rp2,1 M",Kel. Menteng,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 58m,Hak Guna Bangunan,"Rp36,2 Jt/m²"
"Rp3,1 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 90m,Sertifikat Hak Milik,"Rp34,4 Jt/m²"
"Rp2,2 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 84m,Sertifikat Hak Milik,"Rp26,8 Jt/m²"
Rp325 Jt,Kel. Kalibata,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 33m,Strata,"Rp9,8 Jt/m²"
Rp325 Jt,Kel. Kalibata,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 33m,Strata,"Rp9,8 Jt/m²"
"Rp1,1 M",Kel. Kayu Putih,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 69m,Sertifikat Hak Milik,"Rp15,9 Jt/m²"
"Rp1,1 M",Kel. Pesanggrahan,Kec. Pesanggrahan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 36m,N/A,"Rp30,6 Jt/m²"
Rp205 Jt,Kel. Pulo Gebang,Kec. Cakung,Kota Jakarta Timur,Luas Bangunan 21m²,Sertifikat Hak Milik,N/A,"Rp9,8 Jt/m²"
Rp600 Jt,Kel. Kembangan Selatan,Kec. Kembangan,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 26m,Hak Guna Bangunan,"Rp23,1 Jt/m²"
"Rp1,1 M",Kel. Cilandak Barat,Kec. Cilandak,Kota Jakarta Selatan,Luas Bangunan 25m²,Strata,N/A,Rp44 Jt/m²
"Rp2,5 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 102m,Strata,"Rp24,5 Jt/m²"
Rp300 Jt,Kel. Pancoran,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 28m,N/A,"Rp10,7 Jt/m²"
Rp350 Jt,Kel. Cipulir,Kec. Kebayoran Lama,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 22m,Strata,"Rp15,9 Jt/m²"
Rp750 Jt,Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 38m,Strata,"Rp19,7 Jt/m²"
"Rp3,5 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 88m,Strata,"Rp39,8 Jt/m²"
"Rp1,6 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 108m,Hak Guna Bangunan,"Rp14,8 Jt/m²"
Rp235 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,Luas Bangunan 36m²,N/A,N/A,"Rp6,5 Jt/m²"
Rp245 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,Rp7 Jt/m²
"Rp1,4 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 53m,Strata,"Rp26,4 Jt/m²"
Rp235 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,Luas Bangunan 36m²,N/A,N/A,"Rp6,5 Jt/m²"
Rp245 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,Rp7 Jt/m²
"Rp2,3 M",Kel. Kamal Muara,Kec. Penjaringan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 54m,N/A,"Rp42,6 Jt/m²"
Rp950 Jt,Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 38m,N/A,Rp25 Jt/m²
Rp880 Jt,Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 42m,Strata,Rp21 Jt/m²
"Rp1,2 M",Kel. Pondok Labu,Kec. Cilandak,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 54m,Sertifikat Hak Milik,"Rp23,1 Jt/m²"
Rp350 Jt,Kel. Pesanggrahan,Kec. Pesanggrahan,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 22m,Sertifikat Hak Milik,"Rp15,9 Jt/m²"
Rp380 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,Luas Bangunan 21m²,Hak Guna Bangunan,N/A,"Rp18,1 Jt/m²"
Rp775 Jt,Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 35m,N/A,"Rp22,1 Jt/m²"
Rp460 Jt,Kel. Kelapa Dua,Kec. Kebon Jeruk,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 47m,Hak Guna Bangunan,"Rp9,8 Jt/m²"
Rp600 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 42m,N/A,"Rp14,3 Jt/m²"
Rp650 Jt,Kec. Cakung,Kota Jakarta Timur,N/A,Luas Bangunan 32m²,N/A,N/A,"Rp20,3 Jt/m²"
Rp550 Jt,Kel. Pengadegan,Kec. Pancoran,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 36m,N/A,"Rp15,3 Jt/m²"
"Rp1,2 M",Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,3 Kamar Tidur,Luas Bangunan 65m,N/A,"Rp18,5 Jt/m²"
Rp430 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,Sertifikat Hak Milik,"Rp12,6 Jt/m²"
Rp800 Jt,Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,"Rp22,9 Jt/m²"
"Rp1,6 M",Kec. Cilandak,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 79m,Strata,"Rp20,3 Jt/m²"
"Rp1,5 M",Kel. Slipi,Kec. Pal Merah (Palmerah),Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 88m,Hak Guna Bangunan,Rp17 Jt/m²
Rp345 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 35m,N/A,"Rp9,9 Jt/m²"
Rp975 Jt,Kel. Ancol,Kec. Pademangan,Kota Jakarta Utara,Luas Bangunan 66m²,Sertifikat Hak Milik,N/A,"Rp14,8 Jt/m²"
Rp675 Jt,Kel. Ancol,Kec. Pademangan,Kota Jakarta Utara,Luas Bangunan 50m²,Sertifikat Hak Milik,N/A,"Rp13,5 Jt/m²"
Rp307 Jt,Kel. Kedoya Utara,Kec. Kebon Jeruk,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 27m,Strata,"Rp11,4 Jt/m²"
"Rp1,7 M",Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 110m,Sertifikat Hak Milik,"Rp15,9 Jt/m²"
Rp270 Jt,Kel. Pulo Gadung,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 36m,Sertifikat Hak Milik,"Rp7,5 Jt/m²"
Rp600 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,Strata,"Rp17,6 Jt/m²"
"Rp3,2 M",Kel. Kembangan Selatan,Kec. Kembangan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 112m,Hak Guna Bangunan,Rp29 Jt/m²
"Rp3,2 M",Kel. Kembangan Selatan,Kec. Kembangan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 112m,Hak Guna Bangunan,Rp29 Jt/m²
Rp1 M,Kel. Ancol,Kec. Pademangan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 80m,Sertifikat Hak Milik,"Rp12,5 Jt/m²"
Rp280 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,Luas Bangunan 21m²,N/A,N/A,"Rp13,3 Jt/m²"
"Rp2,5 M",Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 124m,Sertifikat Hak Milik,"Rp20,2 Jt/m²"
"Rp8,1 M",Kel. Karet,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 177m,Strata,"Rp45,8 Jt/m²"
Rp575 Jt,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 30m,N/A,"Rp19,2 Jt/m²"
Rp440 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 33m,Hak Guna Bangunan,"Rp13,3 Jt/m²"
Rp300 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,Luas Bangunan 21m²,Hak Guna Bangunan,N/A,"Rp14,3 Jt/m²"
"Rp2,6 M",Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,4 Kamar Tidur,Luas Bangunan 141m,Sertifikat Hak Milik,"Rp18,4 Jt/m²"
Rp850 Jt,Kel. Cempaka Putih Barat,Kec. Cempaka Putih,Kota Jakarta Pusat,4 Kamar Tidur,Luas Bangunan 94m,Hak Guna Bangunan,Rp9 Jt/m²
"Rp1,3 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,Luas Bangunan 25m²,Hak Guna Bangunan,N/A,Rp52 Jt/m²
"Rp2,2 M",Kel. Cikini,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 53m,Hak Guna Bangunan,"Rp41,5 Jt/m²"
"Rp2,5 M",Kel. Setia Budi (Setiabudi),Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 87m,Strata,"Rp28,7 Jt/m²"
"Rp1,6 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 108m,Strata,"Rp14,8 Jt/m²"
Rp1 M,Kel. Bintaro,Kec. Pesanggrahan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 52m,Strata,"Rp19,2 Jt/m²"
"Rp1,5 M",Kel. Bintaro,Kec. Pesanggrahan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 68m,Strata,"Rp22,1 Jt/m²"
Rp800 Jt,Kel. Bintaro,Kec. Pesanggrahan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 40m,Strata,Rp20 Jt/m²
Rp500 Jt,Kel. Cipulir,Kec. Kebayoran Lama,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 38m,Strata,"Rp13,2 Jt/m²"
"Rp1,2 M",Kel. Senen,Kec. Senen,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 97m,Hak Guna Bangunan,"Rp12,9 Jt/m²"
"Rp2,1 M",Kel. Rawa Buaya,Kec. Cengkareng,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 77m,Hak Guna Bangunan,"Rp27,9 Jt/m²"
"Rp1,4 M",Kel. Kapuk Muara,Kec. Penjaringan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 51m,Hak Guna Bangunan,"Rp28,4 Jt/m²"
Rp450 Jt,Kel. Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 38m,Hak Guna Bangunan,"Rp11,8 Jt/m²"
"Rp4,2 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 126m,Strata,"Rp33,3 Jt/m²"
"Rp1,6 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 108m,Hak Guna Bangunan,"Rp14,8 Jt/m²"
"Rp1,6 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 108m,N/A,"Rp14,8 Jt/m²"
Rp500 Jt,Kel. Jembatan Besi,Kec. Tambora,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 41m,N/A,"Rp12,2 Jt/m²"
Rp450 Jt,Kel. Jembatan Besi,Kec. Tambora,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp13,6 Jt/m²"
Rp2 M,Kel. Pondok Labu,Kec. Cilandak,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 70m,Sertifikat Hak Milik,"Rp28,6 Jt/m²"
Rp650 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,3 Kamar Tidur,Luas Bangunan 34m,Sertifikat Hak Milik,"Rp19,1 Jt/m²"
"Rp1,3 M",Kel. Pademangan Timur,Kec. Pademangan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 73m,Strata,"Rp17,8 Jt/m²"
Rp1 M,Kel. Pademangan Timur,Kec. Pademangan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 73m,Strata,"Rp14,4 Jt/m²"
"Rp1,2 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 54m,Sertifikat Hak Milik,"Rp23,1 Jt/m²"
Rp450 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 42m,Strata,"Rp10,7 Jt/m²"
Rp450 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 42m,Strata,"Rp10,7 Jt/m²"
Rp650 Jt,Kel. Sunter Agung,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 72m,Sertifikat Hak Milik,Rp9 Jt/m²
Rp500 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,Hak Guna Bangunan,"Rp14,7 Jt/m²"
Rp505 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,Sertifikat Hak Milik,"Rp14,9 Jt/m²"
Rp310 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,Luas Bangunan 20m²,N/A,N/A,"Rp15,5 Jt/m²"
Rp20 M,Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 268m,N/A,"Rp74,6 Jt/m²"
"Rp2,7 M",Kel. Karet Semanggi,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 75m,N/A,Rp36 Jt/m²
"Rp2,1 M",Kel. Cilandak Barat,Kec. Cilandak,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 42m,N/A,Rp50 Jt/m²
"Rp1,9 M",Kel. Lebak Bulus,Kec. Cilandak,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 119m,Strata,Rp16 Jt/m²
Rp3 M,Kel. Kebayoran Lama Utara,Kec. Kebayoran Lama,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 117m,Strata,"Rp25,6 Jt/m²"
"Rp2,5 M",Kel. Ancol,Kec. Pademangan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 152m,Strata,"Rp16,4 Jt/m²"
"Rp1,9 M",Kel. Cilandak Barat,Kec. Cilandak,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 51m,N/A,"Rp38,6 Jt/m²"
"Rp2,2 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,4 Kamar Tidur,Luas Bangunan 130m,Strata,"Rp16,9 Jt/m²"
Rp625 Jt,Kel. Kebon Jeruk,Kec. Kebon Jeruk,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 60m,Sertifikat Hak Milik,"Rp10,4 Jt/m²"
Rp480 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 43m,Sertifikat Hak Milik,"Rp11,2 Jt/m²"
Rp5 M,Kel. Pondok Pinang,Kec. Kebayoran Lama,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 300m,Hak Guna Bangunan,"Rp16,7 Jt/m²"
"Rp4,2 M",Kel. Karet Semanggi,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 127m,Sertifikat Hak Milik,"Rp33,9 Jt/m²"
Rp350 Jt,Kec. Cempaka Putih,Kota Jakarta Pusat,N/A,Luas Bangunan 21m²,N/A,N/A,"Rp16,7 Jt/m²"
"Rp1,1 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 43m,Sertifikat Hak Milik,"Rp25,6 Jt/m²"
"Rp2,3 M",Kec. Penjaringan,Kota Jakarta Utara,N/A,2 Kamar Tidur,Luas Bangunan 58m,N/A,"Rp39,7 Jt/m²"
"Rp1,2 M",Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 64m,Sertifikat Hak Milik,Rp20 Jt/m²
Rp340 Jt,Kel. Menteng,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 30m,N/A,"Rp11,3 Jt/m²"
"Rp2,7 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 70m,Sertifikat Hak Milik,"Rp38,6 Jt/m²"
"Rp2,8 M",Kel. Kebayoran Lama Selatan,Kec. Kebayoran Lama,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 109m,Hak Guna Bangunan,"Rp25,7 Jt/m²"
Rp625 Jt,Kel. Kenari,Kec. Senen,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 31m,Sertifikat Hak Milik,"Rp20,2 Jt/m²"
"Rp4,3 M",Kel. Pondok Pinang,Kec. Kebayoran Lama,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 80m,Sertifikat Hak Milik,"Rp53,8 Jt/m²"
Rp35 M,Kel. Senayan,Kec. Kebayoran Baru,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 500m,Hak Guna Bangunan,Rp70 Jt/m²
Rp35 M,Kel. Senayan,Kec. Kebayoran Baru,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 500m,Hak Guna Bangunan,Rp70 Jt/m²
"Rp6,8 M",Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,N/A,3 Kamar Tidur,Luas Bangunan 188m,Hak Guna Bangunan,"Rp36,2 Jt/m²"
"Rp2,8 M",Kel. Kebayoran Lama Selatan,Kec. Kebayoran Lama,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 110m,N/A,"Rp25,9 Jt/m²"
"Rp2,2 M",Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 110m,Strata,Rp20 Jt/m²
Rp750 Jt,Kel. Bendungan Hilir,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 36m,Strata,"Rp20,8 Jt/m²"
Rp250 Jt,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 35m,Strata,"Rp7,1 Jt/m²"
Rp435 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,Sertifikat Hak Milik,"Rp12,8 Jt/m²"
Rp550 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,Sertifikat Hak Milik,"Rp16,2 Jt/m²"
"Rp4,4 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 96m,Strata,"Rp46,8 Jt/m²"
Rp6 M,Kel. Kelapa Gading Timur,Kec. Kelapa Gading,Kota Jakarta Utara,4 Kamar Tidur,Luas Bangunan 319m,Strata,"Rp18,8 Jt/m²"
Rp450 Jt,Kel. Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 60m,Strata,"Rp7,5 Jt/m²"
Rp925 Jt,Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 42m,Sertifikat Hak Milik,Rp22 Jt/m²
Rp650 Jt,Kel. Meruya Utara (Ilir),Kec. Kembangan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 70m,N/A,"Rp9,3 Jt/m²"
"Rp2,7 M",Kel. Kamal Muara,Kec. Penjaringan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 64m,Strata,"Rp42,2 Jt/m²"
Rp380 Jt,Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 36m,N/A,"Rp10,6 Jt/m²"
Rp6 M,Kec. Kelapa Gading,Kota Jakarta Utara,N/A,3 Kamar Tidur,Luas Bangunan 156m,Strata,"Rp38,5 Jt/m²"
Rp1 M,Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 43m,Sertifikat Hak Milik,"Rp23,3 Jt/m²"
Rp785 Jt,Kel. Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 29m,N/A,"Rp27,1 Jt/m²"
"Rp2,3 M",Kel. Gandaria Utara,Kec. Kebayoran Baru,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 91m,Sertifikat Hak Milik,"Rp25,3 Jt/m²"
"Rp14,5 M",Kel. Senen,Kec. Senen,Kota Jakarta Pusat,7 Kamar Tidur,Luas Bangunan 932m,Hak Guna Bangunan,"Rp15,6 Jt/m²"
Rp300 Jt,Kel. Cipinang Muara,Kec. Jatinegara,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 25m,N/A,Rp12 Jt/m²
Rp440 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 33m,Hak Guna Bangunan,"Rp13,3 Jt/m²"
Rp480 Jt,Kel. Kebagusan,Kec. Pasar Minggu,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 38m,Sertifikat Hak Milik,"Rp12,6 Jt/m²"
Rp17 M,Kel. Kebayoran Lama Selatan,Kec. Kebayoran Lama,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 296m,Hak Guna Bangunan,"Rp57,4 Jt/m²"
"Rp18,5 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,4 Kamar Tidur,Luas Bangunan 340m,Hak Guna Bangunan,"Rp54,4 Jt/m²"
"Rp18,5 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,4 Kamar Tidur,Luas Bangunan 340m,Hak Guna Bangunan,"Rp54,4 Jt/m²"
Rp17 M,Kel. Kebayoran Lama Selatan,Kec. Kebayoran Lama,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 296m,Hak Guna Bangunan,"Rp57,4 Jt/m²"
Rp1 M,Kel. Cengkareng Barat,Kec. Cengkareng,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 50m,N/A,Rp22 Jt/m²
Rp750 Jt,Kel. Semanan,Kec. Kalideres,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 48m,Strata,"Rp15,6 Jt/m²"
Rp319 Jt,Kel. Rawa Buaya,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 26m,N/A,"Rp12,3 Jt/m²"
Rp650 Jt,Kel. Kebon Jeruk,Kec. Kebon Jeruk,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 43m,Strata,"Rp15,1 Jt/m²"
Rp750 Jt,Kel. Petamburan,Kec. Tanah Abang,Kota Jakarta Pusat,Luas Bangunan 45m²,Sertifikat Hak Milik,N/A,"Rp16,7 Jt/m²"
"Rp16,5 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 340m,Sertifikat Hak Milik,"Rp48,7 Jt/m²"
Rp235 Jt,Kel. Pegangsaan Dua,Kec. Kelapa Gading,Kota Jakarta Utara,Luas Bangunan 36m²,N/A,N/A,"Rp6,5 Jt/m²"
"Rp2,7 M",Kel. Menteng,Kec. Menteng,Kota Jakarta Pusat,Luas Bangunan 28m²,N/A,N/A,"Rp96,4 Jt/m²"
"Rp1,6 M",Kel. Kelapa Gading Barat,Kec. Kelapa Gading,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 105m,Hak Guna Bangunan,"Rp15,2 Jt/m²"
"Rp3,5 M",Kel. Tanjung Duren Utara,Kec. Grogol Petamburan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 99m,Sertifikat Hak Milik,"Rp35,4 Jt/m²"
Rp700 Jt,Kel. Lebak Bulus,Kec. Cilandak,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 28m,Strata,Rp25 Jt/m²
Rp550 Jt,Kel. Pulo Gebang,Kec. Cakung,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 36m,Strata,"Rp15,3 Jt/m²"
